orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,power_consumption_kw,remaining_battery_percent,mission_risk,health_score,memory_utilization_percent
GEO,35786.0,1.85,46.15,2.44,1.42,5,5.21,7.54,93.14,22.98,512.0,79.68,63.25,9.58,5.71,40.22,5.69,0.0,HIGH,43.04,4.48828125
SSO,620.53,97.07,66.99,3.94,0.79,3,2.89,59.52,380.8,46.61,512.0,36.57,61.11,2.02,3.33,62.62,3.18,72.4,MEDIUM,62.7,9.103515625
SSO,545.83,98.77,73.84,3.69,1.68,5,3.93,39.45,171.15,436.91,512.0,46.38,42.36,9.29,4.36,67.76,4.49,0.0,HIGH,34.57,85.333984375
MEO,3891.7,45.4,35.19,2.23,1.23,2,1.44,5.59,217.02,441.02,512.0,41.61,77.65,7.17,1.84,28.7,2.04,0.0,HIGH,27.24,86.13671875
LEO,447.18,91.75,70.21,0.92,1.63,5,5.29,46.97,225.4,287.31,512.0,57.93,77.55,3.97,5.11,71.25,5.51,0.0,HIGH,23.15,56.115234375
SSO,748.48,97.86,57.06,0.54,0.09,5,4.99,13.99,410.57,149.95,512.0,75.23,24.44,9.95,4.88,54.67,5.19,0.0,HIGH,21.27,29.287109374999996
SSO,772.38,98.68,54.04,4.07,0.79,5,2.01,29.32,52.1,114.4,512.0,22.48,48.72,4.22,2.44,46.85,2.48,34.73,MEDIUM,73.13,22.34375
GEO,35786.0,0.41,46.42,2.22,0.39,1,0.51,52.1,172.85,477.38,512.0,17.77,56.41,7.71,0.85,50.83,1.07,19.69,HIGH,28.78,93.23828125
MEO,16148.91,58.94,42.68,1.16,0.59,5,5.23,18.91,109.04,340.41,512.0,92.03,55.07,9.77,5.13,43.5,5.52,0.0,HIGH,33.62,66.486328125
MEO,4919.9,50.66,56.38,1.65,0.59,2,1.1,24.11,204.12,127.23,512.0,83.21,24.61,1.63,1.22,55.2,1.32,62.14,MEDIUM,52.56,24.849609375
GEO,35786.0,1.45,62.38,3.63,1.11,4,2.86,19.21,143.86,80.01,512.0,74.88,37.75,7.86,3.61,54.72,3.37,0.0,HIGH,36.55,15.626953125000002
SSO,648.0,98.94,91.44,2.72,1.79,4,4.32,16.01,254.9,398.97,512.0,82.74,59.08,9.52,4.37,91.83,4.57,0.0,HIGH,43.03,77.923828125
SSO,620.71,98.2,87.17,2.37,0.61,2,1.15,20.84,254.06,125.73,512.0,73.09,36.99,5.86,1.69,90.15,1.39,62.72,MEDIUM,65.37,24.556640625
SSO,506.24,98.39,31.98,2.26,1.63,4,2.7,35.81,129.18,443.46,512.0,45.34,39.35,1.38,2.95,27.82,3.2,30.42,MEDIUM,53.36,86.61328125
MEO,5911.17,46.16,48.83,1.48,0.65,3,1.78,17.53,165.83,64.27,512.0,73.03,55.85,6.9,2.32,52.1,2.05,0.0,HIGH,43.84,12.552734375
GEO,35786.0,3.01,54.09,4.48,0.68,4,4.46,55.27,304.83,310.73,512.0,69.52,71.05,9.47,4.84,47.52,5.04,0.0,HIGH,27.06,60.689453125
LEO,525.81,64.92,87.77,4.37,0.2,3,1.33,26.3,215.24,470.48,512.0,51.35,45.2,7.04,1.42,91.26,1.79,58.13,LOW,86.79,91.890625
MEO,4815.63,48.83,53.47,3.02,1.12,4,3.6,33.78,85.65,428.67,512.0,86.21,41.67,7.83,3.8,56.16,3.86,0.0,HIGH,15.73,83.724609375
MEO,11295.38,46.52,31.91,2.71,1.23,5,2.21,48.58,379.23,281.61,512.0,50.73,61.16,2.9,2.57,27.8,2.62,15.26,HIGH,43.32,55.001953125
LEO,972.46,79.97,58.52,1.26,0.23,1,0.89,46.98,195.64,144.11,512.0,83.81,26.69,8.77,1.32,54.89,1.41,0.0,HIGH,37.09,28.146484375000004
MEO,2583.48,45.87,94.72,4.14,0.69,2,2.32,45.96,440.32,206.11,512.0,84.97,41.02,1.58,2.4,98.74,2.57,100.0,MEDIUM,58.7,40.255859375
MEO,7699.44,48.05,68.89,4.21,1.56,5,4.31,20.8,237.01,73.22,512.0,32.1,60.96,8.33,4.28,63.4,4.61,0.0,HIGH,42.5,14.30078125
MEO,8797.48,47.89,92.18,1.93,0.0,4,1.99,15.52,51.96,276.62,512.0,82.96,31.47,9.96,1.99,89.05,2.19,0.0,HIGH,10.17,54.02734375
SSO,598.63,97.05,35.65,2.9,1.48,2,1.18,31.73,74.71,111.04,512.0,25.92,52.07,4.83,1.77,36.52,1.68,17.58,HIGH,36.94,21.6875
LEO,396.11,60.13,85.19,1.65,0.84,2,1.26,13.85,241.79,385.7,512.0,38.35,77.11,3.45,1.47,80.14,1.8,64.67,HIGH,15.99,75.33203125
MEO,12662.14,58.82,34.54,3.41,1.18,5,4.79,19.36,141.96,94.77,512.0,42.0,79.49,4.26,5.42,33.14,5.19,0.0,HIGH,23.4,18.509765625
GEO,35786.0,5.0,35.52,0.82,0.79,4,3.2,13.7,78.58,96.64,512.0,54.68,63.67,2.42,3.63,34.76,3.41,0.0,HIGH,15.08,18.875
LEO,521.15,67.5,34.98,2.6,1.1,1,0.52,25.37,216.47,439.97,512.0,17.04,46.99,4.59,0.83,32.03,0.83,41.37,MEDIUM,49.53,85.931640625
GEO,35786.0,3.15,54.84,3.87,1.11,1,0.52,53.41,248.48,227.31,512.0,20.1,24.16,3.03,0.72,51.44,1.0,81.62,LOW,94.69,44.396484375
SSO,729.13,98.07,90.43,2.94,0.64,3,1.72,24.16,261.27,10.06,512.0,31.12,74.14,4.78,1.94,94.97,2.11,60.11,HIGH,14.78,1.96484375
GEO,35786.0,0.84,40.58,0.64,0.27,4,3.16,21.37,188.6,113.72,512.0,63.9,69.8,6.41,3.82,44.8,3.6,0.0,HIGH,35.47,22.2109375
LEO,979.64,51.16,40.04,3.06,0.36,1,0.44,41.17,271.69,293.35,512.0,67.39,57.42,9.54,0.38,38.1,0.7,33.44,MEDIUM,68.89,57.29492187500001
SSO,749.74,98.76,43.06,1.26,1.29,3,1.29,36.99,302.88,231.18,512.0,80.22,24.74,4.53,1.81,36.95,1.71,7.77,HIGH,27.4,45.15234375
MEO,13219.88,45.02,32.97,1.49,0.97,2,1.01,37.35,362.5,370.73,512.0,93.81,52.64,1.51,1.82,30.09,1.43,36.83,HIGH,12.96,72.408203125
SSO,633.78,98.06,37.7,0.79,0.45,5,3.01,38.0,217.45,457.25,512.0,15.23,70.08,5.63,3.75,39.91,3.53,0.0,HIGH,44.99,89.306640625
LEO,966.17,64.26,80.79,1.91,1.21,1,0.93,26.39,193.4,167.09,512.0,52.69,79.71,9.28,1.67,84.62,1.47,15.37,HIGH,31.65,32.634765625
GEO,35786.0,1.95,30.96,4.23,1.52,2,1.71,43.74,282.69,148.86,512.0,69.17,46.85,5.08,2.04,34.44,2.26,7.19,HIGH,43.25,29.074218750000004
LEO,598.33,55.22,45.99,2.07,1.43,3,3.15,27.74,316.15,186.11,512.0,24.96,25.78,6.95,3.47,38.39,3.56,0.0,HIGH,14.7,36.349609375
MEO,5478.41,50.81,60.11,0.94,1.27,4,4.16,44.81,167.1,119.59,512.0,57.89,63.07,4.09,4.51,61.48,4.71,0.0,HIGH,20.13,23.357421875
LEO,549.61,97.39,82.9,4.1,0.45,2,0.86,33.96,433.47,172.13,512.0,56.59,39.53,8.61,1.57,78.36,1.36,56.26,LOW,96.68,33.619140625
SSO,605.24,97.61,98.83,2.47,1.79,4,2.33,51.02,223.75,462.48,512.0,12.09,21.0,8.63,2.77,100.0,2.53,0.0,HIGH,12.09,90.328125
MEO,2770.03,53.82,78.74,3.24,0.29,5,3.99,17.97,414.46,39.11,512.0,46.88,56.27,7.72,4.51,73.23,4.36,0.0,HIGH,19.21,7.638671875
MEO,10011.86,45.06,34.66,0.84,0.75,5,4.51,57.1,314.6,183.22,512.0,61.24,68.4,4.51,4.9,32.92,4.85,0.0,HIGH,29.51,35.78515625
GEO,35786.0,3.1,46.65,3.53,0.53,1,0.68,28.63,225.48,471.78,512.0,76.58,24.68,6.52,1.5,39.89,1.2,37.94,MEDIUM,55.16,92.14453125
SSO,680.35,97.03,35.65,2.15,0.29,3,1.56,51.94,307.85,445.39,512.0,21.37,46.24,5.61,1.89,35.22,1.87,0.0,HIGH,28.58,86.990234375
SSO,637.49,98.67,36.31,3.87,0.26,3,2.36,51.39,105.28,136.6,512.0,31.14,55.92,3.62,2.49,37.48,2.6,21.61,HIGH,35.99,26.6796875
MEO,16193.1,49.41,76.93,2.17,0.03,5,2.1,49.44,106.96,352.9,512.0,80.1,24.92,2.68,2.47,78.58,2.54,58.72,MEDIUM,48.72,68.92578125
MEO,17604.42,59.59,34.35,2.54,1.71,1,0.8,39.36,149.14,172.59,512.0,42.24,50.3,8.24,0.96,31.75,1.02,10.38,HIGH,10.09,33.708984375
SSO,754.51,97.75,94.17,4.09,0.42,5,2.1,25.82,177.97,477.45,512.0,48.61,76.93,8.75,2.42,95.79,2.32,11.46,HIGH,23.85,93.251953125
GEO,35786.0,4.05,82.8,4.42,1.47,5,3.91,33.52,413.72,84.24,512.0,48.3,56.95,9.35,4.08,84.52,4.38,0.0,HIGH,19.72,16.453125
GEO,35786.0,1.18,73.35,0.86,1.75,3,2.99,14.23,420.56,135.93,512.0,40.14,37.79,8.74,2.98,77.95,3.21,0.0,HIGH,33.17,26.548828125
SSO,697.87,97.76,69.62,0.66,1.72,2,1.58,28.68,334.62,442.71,512.0,40.84,46.4,1.3,2.05,66.71,1.88,61.71,LOW,78.03,86.466796875
MEO,17043.75,48.82,71.08,0.83,1.11,1,0.89,42.15,440.12,199.45,512.0,87.07,76.0,3.8,1.5,75.18,1.44,45.34,HIGH,23.02,38.955078125
SSO,599.77,97.34,41.04,3.07,1.31,2,2.39,21.16,112.48,247.18,512.0,45.97,66.11,1.88,2.56,36.07,2.82,43.48,HIGH,26.11,48.27734375
GEO,35786.0,4.28,73.65,1.37,0.3,3,3.35,47.19,95.04,161.74,512.0,44.85,34.26,3.18,3.19,73.77,3.58,16.14,HIGH,34.21,31.58984375
LEO,383.0,43.01,80.66,2.1,0.58,4,3.29,12.33,357.41,112.97,512.0,43.11,27.3,5.07,4.15,82.88,3.8,0.0,HIGH,39.89,22.064453125
LEO,809.36,49.81,46.67,3.38,1.07,4,1.94,44.35,93.1,358.32,512.0,38.98,52.7,6.37,2.62,39.77,2.5,0.0,HIGH,20.74,69.984375
GEO,35786.0,2.66,78.02,2.97,1.79,5,4.66,21.32,68.51,58.25,512.0,19.98,41.74,6.61,4.78,72.6,4.98,0.0,HIGH,33.0,11.376953125
GEO,35786.0,4.11,93.48,1.13,0.26,2,1.66,34.26,305.62,373.53,512.0,53.93,44.56,6.74,1.81,86.6,2.02,18.66,HIGH,42.4,72.955078125
MEO,11886.49,58.86,90.61,1.66,0.76,4,2.99,27.44,148.77,213.63,512.0,66.07,76.69,1.91,3.09,84.69,3.39,68.42,HIGH,18.54,41.724609375
SSO,670.74,98.91,90.26,3.52,0.32,1,0.95,22.25,185.32,86.93,512.0,15.95,40.3,7.9,1.36,84.24,1.49,55.89,LOW,84.16,16.978515625
GEO,35786.0,1.26,92.78,2.42,0.94,1,0.79,48.7,213.2,436.82,512.0,32.47,62.78,2.12,0.62,92.3,0.99,100.0,MEDIUM,46.66,85.31640625
SSO,541.1,97.49,49.88,1.46,1.72,5,2.7,57.64,151.39,375.96,512.0,73.91,24.06,3.68,2.76,49.34,2.98,0.0,HIGH,42.62,73.4296875
SSO,560.58,98.7,66.53,3.69,1.36,1,0.92,54.17,349.9,16.46,512.0,42.6,49.75,9.18,1.17,66.59,1.19,39.86,MEDIUM,47.41,3.21484375
GEO,35786.0,4.14,80.6,1.35,0.64,1,1.15,27.9,167.68,426.49,512.0,45.07,38.99,7.09,1.62,73.59,1.74,16.87,HIGH,27.97,83.298828125
GEO,35786.0,4.59,78.04,3.98,1.42,4,4.73,59.05,97.89,19.18,512.0,53.47,55.43,1.13,4.95,78.22,5.12,88.37,MEDIUM,47.19,3.74609375
GEO,35786.0,3.57,72.29,3.18,0.62,1,0.68,30.1,336.52,249.78,512.0,75.54,78.8,8.6,1.07,64.95,1.07,50.66,HIGH,32.18,48.78515625
LEO,881.9,58.5,44.95,2.29,0.91,5,2.41,6.17,218.67,329.17,512.0,24.59,22.42,9.13,2.6,38.47,2.61,0.0,HIGH,21.23,64.291015625
GEO,35786.0,4.45,38.22,2.74,1.14,5,2.96,36.17,357.27,322.82,512.0,14.08,69.6,4.13,3.74,33.83,3.43,0.0,HIGH,28.82,63.05078125
MEO,11647.3,57.56,45.97,0.77,0.94,4,1.76,45.79,359.25,241.19,512.0,75.21,44.19,3.22,2.05,47.12,2.28,7.53,HIGH,12.89,47.107421875
GEO,35786.0,1.32,68.58,4.31,1.4,5,3.56,15.18,70.56,157.85,512.0,30.93,65.62,2.17,4.15,69.28,3.79,66.87,HIGH,34.79,30.830078125
MEO,11316.19,51.36,40.4,3.27,0.93,4,3.55,48.32,435.37,315.72,512.0,44.71,74.51,1.68,4.25,35.06,3.95,36.36,HIGH,24.26,61.66406250000001
MEO,8946.63,49.06,78.87,0.63,1.72,2,0.85,41.79,193.5,194.42,512.0,77.78,34.73,7.01,1.16,80.81,1.29,27.72,MEDIUM,67.3,37.97265625
SSO,549.15,98.05,57.35,1.86,0.12,5,3.63,40.21,233.02,228.41,512.0,79.73,39.48,5.08,3.67,51.54,3.92,0.0,HIGH,35.42,44.611328125
LEO,478.75,57.71,33.9,3.25,0.52,2,2.11,45.02,398.79,258.46,512.0,50.73,26.57,5.49,2.23,31.78,2.35,0.0,HIGH,23.56,50.48046874999999
LEO,714.7,96.39,54.89,1.24,0.55,4,4.45,41.57,61.59,45.15,512.0,10.05,27.27,2.42,5.19,57.28,5.02,0.0,HIGH,26.7,8.818359375
MEO,15084.55,47.52,78.61,2.32,0.06,4,2.18,11.82,382.35,423.13,512.0,18.96,73.57,6.17,2.82,80.55,2.53,4.89,HIGH,34.41,82.642578125
MEO,18816.2,45.14,67.3,0.65,1.57,4,4.0,15.23,111.96,349.33,512.0,67.98,68.6,6.14,4.46,67.61,4.21,0.0,HIGH,44.33,68.228515625
SSO,723.37,98.11,30.59,3.02,1.03,1,1.11,33.14,221.87,375.63,512.0,31.15,21.45,1.93,1.53,27.83,1.37,49.61,LOW,75.86,73.365234375
LEO,483.95,97.57,46.37,2.59,1.13,2,1.84,47.72,98.82,222.62,512.0,60.38,60.15,4.0,1.95,47.16,2.24,19.22,HIGH,27.39,43.48046875
MEO,5541.7,55.11,62.83,4.27,0.5,2,0.89,33.1,321.94,479.02,512.0,59.18,35.33,9.8,0.99,57.58,1.31,30.43,MEDIUM,45.09,93.55859375
GEO,35786.0,4.2,61.25,2.62,1.11,3,3.27,20.72,139.14,58.1,512.0,69.91,38.34,5.09,3.62,53.36,3.79,0.0,HIGH,40.41,11.34765625
SSO,768.78,97.7,78.2,0.8,0.51,5,4.39,7.18,249.5,228.87,512.0,32.46,27.78,6.53,4.71,70.89,4.6,0.0,HIGH,21.19,44.701171875
MEO,15812.79,46.65,96.22,3.55,1.04,2,1.25,33.65,59.56,163.43,512.0,13.68,20.59,5.66,1.92,91.58,1.56,81.39,LOW,86.83,31.919921875
SSO,715.99,97.38,50.03,1.84,0.96,2,1.17,35.94,348.23,131.87,512.0,91.15,56.13,4.25,1.41,54.34,1.53,30.04,HIGH,37.07,25.755859375
MEO,14971.67,59.81,96.04,1.02,1.39,1,0.88,36.51,172.57,441.98,512.0,68.08,22.54,9.19,0.92,90.69,1.3,30.54,MEDIUM,72.47,86.32421875
MEO,7991.35,53.06,42.38,0.79,0.37,2,0.88,17.09,339.33,196.4,512.0,86.82,65.62,6.86,0.78,43.01,1.14,1.13,HIGH,35.49,38.359375
LEO,898.02,43.03,71.43,0.67,0.1,5,3.18,35.43,422.08,294.79,512.0,20.04,32.93,3.42,3.01,71.82,3.4,3.95,HIGH,16.35,57.57617187500001
MEO,5314.97,47.02,69.47,2.09,1.62,1,0.63,58.72,400.24,79.7,512.0,25.86,39.87,5.29,1.2,68.51,0.95,61.95,LOW,88.08,15.56640625
SSO,758.92,98.8,80.98,2.71,0.83,5,6.0,56.99,326.0,171.07,512.0,52.13,57.44,9.52,6.38,73.49,6.31,0.0,HIGH,13.67,33.412109375
GEO,35786.0,2.1,63.52,4.23,0.94,5,2.28,40.83,404.95,332.43,512.0,10.48,78.86,9.95,3.07,63.96,2.77,0.0,HIGH,19.55,64.927734375
GEO,35786.0,1.99,56.28,2.74,1.44,3,2.55,39.59,104.41,202.62,512.0,89.31,67.78,6.67,3.06,49.93,3.11,0.0,HIGH,42.85,39.57421875
MEO,2794.6,45.61,73.88,4.19,0.69,4,3.94,7.28,60.15,314.53,512.0,60.18,61.13,9.76,4.21,66.68,4.37,0.0,HIGH,29.96,61.43164062499999
LEO,661.5,76.48,40.79,4.47,1.69,4,3.99,47.2,170.21,404.37,512.0,86.22,24.88,3.13,4.44,33.85,4.35,5.85,HIGH,25.74,78.978515625
LEO,921.86,90.18,65.08,0.64,1.57,3,3.05,25.84,382.31,156.95,512.0,78.33,33.99,5.88,3.64,61.16,3.59,0.0,HIGH,35.8,30.654296874999996
GEO,35786.0,2.81,85.83,0.7,1.26,2,0.95,9.73,231.18,316.16,512.0,87.54,33.61,3.82,1.63,86.3,1.32,61.34,HIGH,40.84,61.75000000000001
MEO,19304.58,46.0,56.61,1.54,1.76,3,1.6,13.76,406.11,312.86,512.0,39.86,22.0,3.64,2.27,53.93,1.89,30.39,MEDIUM,57.11,61.10546875
SSO,654.26,98.02,71.58,3.01,1.38,1,0.44,14.73,246.46,225.23,512.0,90.9,74.45,4.01,0.59,68.32,0.7,89.45,HIGH,14.61,43.990234375
SSO,610.05,97.53,77.55,1.13,1.32,4,3.86,14.19,206.86,439.79,512.0,20.6,46.88,3.74,4.68,71.72,4.35,0.0,HIGH,38.25,85.896484375
GEO,35786.0,2.16,31.19,4.04,0.77,2,1.02,9.27,308.77,69.56,512.0,12.63,27.58,5.6,0.92,25.54,1.22,35.08,MEDIUM,72.42,13.5859375
SSO,670.31,98.33,78.4,1.34,1.51,1,0.74,18.84,122.05,80.04,512.0,39.53,75.37,2.53,0.93,71.11,1.02,77.78,HIGH,28.27,15.632812500000002
MEO,6665.75,46.94,94.1,1.03,1.02,2,1.11,28.71,109.59,282.65,512.0,88.39,47.11,8.05,1.1,92.52,1.46,30.18,HIGH,42.6,55.20507812499999
GEO,35786.0,1.58,35.72,1.92,1.79,3,1.61,55.15,361.06,247.76,512.0,22.11,47.52,2.87,2.44,37.73,2.14,18.82,HIGH,41.33,48.390625
LEO,990.8,72.36,68.01,1.3,0.67,4,4.6,41.19,274.82,222.72,512.0,74.98,34.59,3.46,5.03,71.02,4.91,0.0,HIGH,27.92,43.5
MEO,12736.82,45.12,79.36,4.09,0.59,5,3.52,48.0,107.75,416.5,512.0,67.02,75.98,3.8,4.13,72.82,4.09,27.25,HIGH,23.17,81.34765625
MEO,11238.9,50.84,57.66,1.76,0.95,5,2.96,20.93,135.48,359.05,512.0,60.5,27.28,1.59,3.85,52.94,3.52,42.53,MEDIUM,53.93,70.126953125
MEO,12841.94,55.27,89.63,2.56,1.51,4,3.43,31.69,260.43,81.37,512.0,27.4,74.87,8.43,4.24,89.6,3.97,0.0,HIGH,35.39,15.892578125
LEO,599.16,96.92,56.49,0.74,0.02,2,0.8,32.44,139.18,426.31,512.0,39.13,28.09,3.74,1.68,49.37,1.38,31.82,MEDIUM,72.44,83.263671875
SSO,720.93,97.53,82.09,4.45,0.71,5,2.33,19.75,280.65,80.32,512.0,80.66,75.2,9.23,2.45,86.43,2.76,0.0,HIGH,30.36,15.687499999999998
MEO,17927.57,52.87,42.11,0.69,0.35,5,4.43,7.42,74.08,179.28,512.0,63.71,59.2,1.53,4.97,39.77,4.92,1.59,HIGH,36.87,35.015625
LEO,368.61,83.01,38.81,3.29,0.17,5,4.11,39.55,414.64,200.4,512.0,93.88,23.75,1.34,4.88,32.06,4.48,39.12,HIGH,16.61,39.140625
SSO,667.5,97.49,77.01,0.57,1.05,2,2.17,22.09,361.1,475.26,512.0,23.55,30.04,5.69,2.25,81.47,2.4,0.0,HIGH,18.76,92.82421875
MEO,13015.54,56.54,62.33,3.5,1.75,4,2.15,6.65,303.38,51.78,512.0,47.29,74.76,7.49,2.63,65.71,2.39,0.0,HIGH,42.8,10.11328125
MEO,5012.15,58.04,49.58,1.94,0.71,2,0.87,46.34,347.31,471.15,512.0,86.33,59.87,8.33,1.65,46.48,1.43,0.0,HIGH,42.8,92.021484375
LEO,456.83,67.62,49.91,2.06,1.62,5,3.04,8.8,271.3,16.27,512.0,59.86,77.33,5.56,3.73,54.81,3.34,0.0,HIGH,26.16,3.177734375
GEO,35786.0,1.22,43.59,2.04,0.48,4,3.53,38.91,202.38,256.63,512.0,58.24,59.72,5.48,3.89,44.38,3.8,0.0,HIGH,13.44,50.123046875
LEO,635.39,44.3,81.18,2.98,1.06,2,1.66,16.7,173.12,77.5,512.0,53.85,38.14,4.85,1.82,75.91,1.94,55.76,LOW,80.05,15.13671875
LEO,310.12,78.89,53.41,3.66,1.07,2,2.34,29.14,337.25,155.34,512.0,31.66,63.42,6.23,2.86,56.1,2.58,0.0,HIGH,15.71,30.33984375
LEO,816.23,89.44,89.44,3.12,1.35,1,0.6,10.04,207.46,218.31,512.0,10.03,20.17,6.09,0.77,82.55,0.84,93.64,LOW,96.87,42.638671875
SSO,710.88,98.7,94.5,3.39,1.66,2,1.43,6.09,82.12,433.91,512.0,55.38,37.89,5.97,2.17,89.53,1.83,64.27,LOW,89.43,84.748046875
GEO,35786.0,4.37,68.42,2.14,1.76,1,1.19,30.73,349.36,226.95,512.0,39.97,79.06,1.35,1.36,66.88,1.47,81.16,HIGH,18.16,44.326171875
GEO,35786.0,2.13,52.1,1.74,0.97,1,0.87,24.69,103.83,473.3,512.0,35.79,25.46,1.26,1.52,56.83,1.32,62.13,LOW,79.01,92.44140625
GEO,35786.0,4.28,47.61,2.29,1.04,3,2.73,36.84,51.24,213.07,512.0,10.98,66.15,9.63,2.98,48.56,3.07,0.0,HIGH,23.11,41.615234375
GEO,35786.0,3.67,81.84,2.52,0.44,1,0.95,28.43,125.95,430.02,512.0,55.89,39.95,2.07,1.46,81.62,1.34,94.13,LOW,96.73,83.98828125
LEO,980.62,89.4,67.56,3.76,0.41,4,4.08,34.57,371.86,140.07,512.0,74.35,29.38,4.92,4.26,63.53,4.39,0.0,HIGH,17.7,27.357421875
SSO,570.97,97.39,91.22,2.5,0.29,4,3.39,24.96,96.84,193.22,512.0,71.49,20.43,9.25,3.6,88.3,3.73,0.0,HIGH,40.13,37.73828125
GEO,35786.0,0.18,81.13,2.07,0.91,1,0.96,59.26,440.95,332.51,512.0,13.83,41.43,5.72,1.29,78.96,1.54,48.69,LOW,96.76,64.943359375
GEO,35786.0,2.94,87.62,0.79,0.77,2,0.98,22.61,400.05,310.71,512.0,37.6,30.86,2.1,1.68,87.03,1.54,76.05,LOW,91.13,60.68554687499999
GEO,35786.0,0.14,51.57,1.55,1.0,5,2.1,6.35,161.53,164.0,512.0,71.53,33.1,6.67,2.86,52.47,2.67,0.0,HIGH,27.22,32.03125
GEO,35786.0,2.79,48.92,1.35,1.68,4,3.72,29.5,352.4,210.6,512.0,50.28,73.65,3.12,4.19,48.68,4.14,0.0,HIGH,22.26,41.1328125
MEO,7481.14,55.38,41.87,3.41,1.49,5,5.41,15.16,166.29,130.22,512.0,84.41,49.33,7.45,5.85,38.45,5.87,0.0,HIGH,12.88,25.43359375
LEO,731.76,70.51,65.63,3.44,0.14,5,4.28,18.43,146.86,220.68,512.0,12.56,69.02,8.85,4.89,63.47,4.71,0.0,HIGH,25.9,43.1015625
GEO,35786.0,1.06,83.62,1.35,1.44,2,1.55,40.82,272.46,39.6,512.0,53.87,51.62,1.71,2.02,76.07,1.79,79.96,MEDIUM,74.87,7.734375
SSO,568.27,98.48,33.88,2.4,1.52,1,0.4,43.48,308.69,162.96,512.0,88.97,54.08,8.65,0.43,33.31,0.8,17.76,HIGH,41.08,31.828125
MEO,13477.62,55.08,42.02,1.89,1.06,5,3.46,9.32,65.2,186.13,512.0,58.89,39.86,3.82,3.55,35.15,3.79,0.0,HIGH,33.77,36.353515625
GEO,35786.0,3.23,86.96,3.3,0.08,4,3.74,29.73,278.22,196.47,512.0,94.79,29.88,2.2,4.34,87.92,4.23,66.0,HIGH,15.18,38.373046875
LEO,913.45,78.4,62.77,2.3,1.31,1,1.11,5.88,249.09,56.95,512.0,36.3,32.37,7.34,1.5,67.36,1.42,22.48,HIGH,39.87,11.123046875
GEO,35786.0,1.53,94.74,0.64,0.79,1,0.6,26.66,199.09,227.76,512.0,65.99,57.19,5.72,0.45,96.47,0.84,71.32,MEDIUM,61.99,44.484375
SSO,599.24,98.59,92.26,1.7,0.67,1,1.16,32.45,422.2,406.91,512.0,86.53,31.96,3.62,1.45,85.11,1.45,78.41,HIGH,17.06,79.474609375
GEO,35786.0,0.99,35.15,3.03,0.13,5,5.82,44.0,410.22,353.69,512.0,36.5,66.26,7.54,5.82,38.31,6.22,0.0,HIGH,26.18,69.080078125
GEO,35786.0,2.52,41.47,3.92,0.6,5,5.35,22.29,234.71,218.5,512.0,92.97,53.98,2.3,5.66,39.93,5.86,0.89,HIGH,11.75,42.67578125
SSO,705.2,98.69,68.54,1.62,1.3,5,4.04,27.21,336.64,242.85,512.0,23.26,58.19,8.55,4.07,62.8,4.25,0.0,HIGH,34.83,47.431640625
GEO,35786.0,2.23,37.32,3.1,0.66,1,1.18,49.12,411.43,248.77,512.0,52.9,27.8,3.21,1.51,36.51,1.48,43.66,MEDIUM,63.04,48.587890625
SSO,500.79,97.98,64.16,3.14,1.02,2,2.27,19.03,313.4,56.1,512.0,27.25,28.34,7.51,2.28,56.89,2.57,0.0,HIGH,31.28,10.95703125
MEO,11044.25,46.26,94.22,3.31,0.81,4,3.53,40.84,443.77,157.22,512.0,11.61,49.98,3.94,3.89,94.96,4.05,30.09,MEDIUM,45.53,30.70703125
SSO,556.03,98.02,95.26,0.59,1.0,2,1.34,45.57,136.36,31.11,512.0,75.01,25.96,3.33,1.65,96.45,1.66,66.45,MEDIUM,70.57,6.076171875
SSO,768.88,97.3,75.9,4.33,0.01,3,2.21,22.82,189.1,352.09,512.0,23.87,52.64,1.79,2.69,80.04,2.79,95.49,MEDIUM,51.15,68.767578125
MEO,11807.62,45.63,50.01,2.4,1.45,3,3.12,45.62,103.19,377.38,512.0,85.98,79.73,6.08,3.18,52.03,3.54,0.0,HIGH,29.96,73.70703125
MEO,6073.34,56.74,60.91,1.8,0.98,2,2.04,13.63,104.35,22.13,512.0,20.13,33.56,8.21,2.5,58.19,2.39,0.0,HIGH,15.54,4.322265625
SSO,759.62,97.44,98.82,4.31,1.74,1,0.66,35.79,335.23,434.33,512.0,20.99,52.4,8.75,0.91,100.0,1.21,81.49,MEDIUM,57.36,84.830078125
SSO,781.01,98.0,82.91,2.01,1.1,1,0.45,23.04,195.66,411.95,512.0,76.6,56.0,3.26,0.61,75.08,0.81,89.94,MEDIUM,47.23,80.458984375
MEO,14352.48,47.26,99.29,3.54,1.62,1,1.19,48.97,332.71,414.69,512.0,57.01,26.38,3.55,1.54,96.12,1.71,100.0,LOW,92.37,80.994140625
SSO,561.27,98.39,61.45,3.55,1.17,1,0.78,24.24,70.02,105.77,512.0,85.91,50.5,1.14,1.42,55.45,1.15,95.47,HIGH,23.46,20.658203125
