orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,power_consumption_kw,remaining_battery_percent,mission_risk,health_score
GEO,35786.0,2.55,41.29,3.1,0.95,4,2.96,56.93,437.14,32.59,512.0,75.72,63.82,7.86,3.45,45.64,3.23,0.0,HIGH,19.54
LEO,330.72,46.97,83.56,1.84,0.31,1,0.44,54.47,412.49,45.72,512.0,49.68,20.21,3.79,1.15,80.43,0.94,82.5,LOW,94.62
LEO,952.84,78.95,56.09,1.98,1.35,2,2.06,58.41,405.05,188.74,512.0,50.11,33.71,6.51,2.43,54.11,2.49,0.0,HIGH,19.09
LEO,883.32,79.77,67.42,0.64,1.11,1,0.73,16.94,288.67,157.57,512.0,59.51,66.14,1.17,1.36,68.57,1.15,66.4,HIGH,14.0
LEO,545.65,72.01,96.59,0.8,1.61,2,1.51,59.54,52.9,250.49,512.0,68.13,26.26,2.67,1.93,97.1,1.78,75.32,LOW,80.85
MEO,12529.4,48.62,68.6,3.53,0.92,1,1.04,39.62,253.74,462.24,512.0,72.98,22.74,6.79,1.24,60.9,1.4,49.04,MEDIUM,67.76
SSO,705.81,97.62,60.99,4.08,1.6,4,4.73,48.34,54.1,209.41,512.0,94.18,28.88,7.64,5.22,54.2,5.11,0.0,HIGH,44.32
SSO,754.51,97.75,94.17,4.09,0.42,5,2.1,25.82,177.97,477.45,512.0,48.61,76.93,8.75,2.42,95.79,2.32,11.46,HIGH,23.85
SSO,769.8,98.7,94.26,3.25,0.05,5,4.81,41.39,130.63,293.52,512.0,79.0,54.99,6.1,5.32,93.68,5.17,0.0,HIGH,32.29
GEO,35786.0,4.14,83.41,2.57,1.18,3,1.36,45.51,256.53,207.56,512.0,84.66,30.09,8.99,1.62,83.28,1.93,1.46,HIGH,31.61
SSO,562.29,97.29,76.84,2.97,1.02,2,1.38,22.5,362.43,246.13,512.0,46.68,76.3,8.7,1.61,70.16,1.75,13.48,HIGH,26.18
MEO,3117.3,49.42,55.45,1.55,1.55,1,0.74,12.1,142.29,198.52,512.0,91.39,34.84,9.7,1.13,50.5,1.1,4.76,HIGH,18.51
GEO,35786.0,4.03,34.62,4.31,1.04,4,2.78,20.35,267.06,319.48,512.0,49.8,69.24,2.11,3.23,27.27,3.19,42.59,HIGH,33.9
GEO,35786.0,4.74,85.11,2.56,0.52,5,4.96,10.33,259.45,303.66,512.0,55.71,71.44,9.39,5.61,81.84,5.31,0.0,HIGH,34.55
MEO,19168.39,57.21,69.43,0.78,1.05,2,2.11,46.14,309.66,325.87,512.0,14.55,60.65,4.78,2.84,72.53,2.65,0.0,HIGH,12.26
SSO,795.14,97.88,36.95,1.89,0.3,2,1.0,28.69,437.13,376.43,512.0,65.59,34.66,2.81,1.54,35.99,1.46,33.02,MEDIUM,46.31
MEO,15631.75,50.54,43.31,4.23,0.32,3,3.34,30.18,184.06,132.7,512.0,13.85,32.39,9.13,3.66,37.63,3.91,0.0,HIGH,44.57
SSO,740.08,97.53,36.09,3.88,0.04,1,0.48,42.48,67.64,118.92,512.0,74.25,67.52,2.32,0.6,29.38,0.75,71.28,HIGH,36.51
GEO,35786.0,1.94,92.92,1.79,0.71,4,3.72,43.53,415.45,58.12,512.0,15.33,59.1,1.58,4.25,86.88,4.19,71.37,MEDIUM,62.14
LEO,998.12,47.99,58.13,1.41,0.9,1,1.11,53.03,312.85,287.95,512.0,86.89,21.84,5.36,1.62,51.18,1.51,22.43,HIGH,29.5
MEO,13037.44,47.67,97.58,0.9,1.27,1,0.87,55.58,254.85,307.58,512.0,61.34,73.45,5.61,1.03,97.24,1.28,61.76,HIGH,16.81
SSO,596.24,98.04,75.06,3.18,1.53,1,0.66,43.93,226.28,346.31,512.0,41.96,69.79,8.03,0.77,79.34,1.1,56.0,HIGH,21.26
LEO,752.27,30.32,48.62,1.29,0.01,2,1.77,34.68,51.34,411.09,512.0,59.37,67.3,6.11,2.61,46.74,2.24,0.0,HIGH,12.47
LEO,501.26,72.96,88.79,2.66,1.26,5,5.56,52.24,283.08,122.91,512.0,10.35,67.86,3.99,6.1,82.66,6.04,0.0,HIGH,42.51
SSO,680.35,97.03,35.65,2.15,0.29,3,1.56,51.94,307.85,445.39,512.0,21.37,46.24,5.61,1.89,35.22,1.87,0.0,HIGH,28.58
SSO,507.57,97.63,60.82,2.96,0.86,3,2.23,22.72,404.34,61.21,512.0,25.18,60.14,9.98,2.26,59.71,2.61,0.0,HIGH,10.05
MEO,11153.49,52.76,59.24,2.68,0.81,5,3.82,44.63,141.06,53.05,512.0,73.7,50.94,1.56,4.55,53.19,4.31,47.61,MEDIUM,62.01
GEO,35786.0,0.3,71.12,2.6,0.03,2,2.0,54.07,155.09,351.82,512.0,73.68,35.44,7.83,2.72,68.46,2.5,0.0,HIGH,19.63
MEO,12652.47,49.38,84.47,3.68,1.12,2,1.89,17.79,333.39,411.5,512.0,92.3,77.01,4.71,2.63,89.43,2.33,57.12,HIGH,30.34
LEO,968.11,70.5,42.45,3.28,1.48,3,3.33,57.72,91.6,291.54,512.0,58.31,51.0,5.36,3.88,35.77,3.91,0.0,HIGH,10.73
LEO,306.28,43.32,97.54,3.81,1.67,1,0.92,55.12,374.63,199.74,512.0,19.56,57.28,2.71,0.98,100.0,1.14,100.0,MEDIUM,58.52
GEO,35786.0,4.19,36.14,0.79,1.23,2,0.8,53.92,62.13,461.54,512.0,36.7,67.1,7.51,1.03,36.66,1.13,0.0,HIGH,38.83
SSO,714.81,98.13,89.32,3.96,1.11,4,3.14,9.7,80.62,308.42,512.0,30.11,22.68,8.24,3.32,92.9,3.68,0.0,HIGH,29.95
LEO,694.41,32.51,33.98,4.22,0.1,5,4.75,27.68,109.11,185.23,512.0,88.54,40.87,8.97,5.01,36.76,5.05,0.0,HIGH,29.5
GEO,35786.0,3.22,82.6,3.58,1.59,2,1.39,28.27,199.21,205.79,512.0,89.64,48.61,4.62,1.6,81.19,1.63,76.72,HIGH,37.42
MEO,9305.88,47.45,97.57,4.33,1.0,2,1.35,20.64,208.16,299.7,512.0,60.68,58.61,2.24,1.7,92.4,1.87,100.0,MEDIUM,62.62
LEO,738.93,75.59,68.22,3.43,0.12,5,5.33,38.01,273.34,360.22,512.0,42.53,43.47,1.86,5.45,66.06,5.82,39.11,MEDIUM,60.67
LEO,777.01,56.83,81.65,3.55,1.09,3,3.07,23.62,302.82,230.05,512.0,76.76,32.92,6.4,3.31,79.11,3.57,0.0,HIGH,33.16
GEO,35786.0,0.23,52.58,1.31,0.34,2,1.54,42.59,150.27,214.65,512.0,89.22,61.3,3.93,1.84,51.21,1.85,21.09,HIGH,17.49
LEO,806.99,31.31,49.42,3.3,1.51,2,1.38,18.62,278.92,102.02,512.0,55.74,77.0,9.86,1.95,46.58,1.93,0.0,HIGH,13.0
GEO,35786.0,0.05,61.78,3.04,0.18,1,0.53,31.8,342.2,179.24,512.0,67.29,34.32,5.15,0.46,58.12,0.83,70.51,LOW,87.43
GEO,35786.0,2.31,40.19,3.33,1.05,1,0.49,45.95,269.26,233.66,512.0,24.36,46.47,8.94,0.6,38.94,0.96,24.55,HIGH,21.03
LEO,655.47,31.59,37.47,0.91,1.41,5,3.72,24.22,102.88,293.35,512.0,86.13,77.6,9.71,4.31,33.0,4.05,0.0,HIGH,27.22
LEO,698.56,30.29,35.43,2.5,0.04,2,2.06,6.79,309.69,152.03,512.0,87.21,20.77,3.35,2.37,34.94,2.35,14.21,HIGH,18.91
MEO,17073.57,48.16,57.66,4.41,0.38,2,2.37,43.84,70.04,324.28,512.0,91.47,62.95,1.99,3.07,49.87,2.8,74.48,HIGH,19.92
GEO,35786.0,3.89,90.21,4.18,0.68,2,2.25,19.2,254.28,232.49,512.0,89.77,78.82,2.57,2.29,89.83,2.46,99.27,HIGH,41.69
GEO,35786.0,1.12,54.62,2.98,0.57,1,1.12,49.2,415.76,331.96,512.0,46.91,32.79,9.18,1.32,54.52,1.7,0.0,HIGH,30.89
MEO,3766.07,53.29,75.72,4.17,0.48,3,2.33,39.88,246.85,392.45,512.0,68.4,67.28,2.86,2.42,67.97,2.64,76.63,HIGH,43.41
SSO,778.61,98.92,31.77,4.06,0.28,1,0.88,26.0,159.89,105.92,512.0,85.45,58.55,4.64,1.19,23.96,1.42,37.62,HIGH,33.53
MEO,11159.74,47.15,74.44,3.55,0.82,5,5.32,28.66,200.62,122.58,512.0,35.43,27.68,2.15,5.64,75.55,5.72,37.15,MEDIUM,61.97
SSO,690.24,98.25,40.26,0.68,0.12,1,0.48,12.79,212.15,112.45,512.0,85.49,58.38,3.29,0.51,44.29,0.7,33.53,HIGH,13.27
LEO,616.82,60.6,52.3,1.67,0.42,2,0.82,28.07,359.29,119.97,512.0,85.32,73.87,1.18,1.43,57.23,1.39,61.65,HIGH,12.72
MEO,17089.45,55.68,70.82,0.83,0.7,1,0.73,9.06,178.62,70.42,512.0,70.99,40.56,3.06,1.59,75.79,1.26,55.72,MEDIUM,74.79
SSO,779.62,98.86,69.3,1.34,1.58,4,3.31,15.36,385.13,437.35,512.0,24.03,34.41,5.0,3.45,73.94,3.79,0.0,HIGH,10.7
LEO,530.08,30.29,98.43,0.98,0.75,1,0.66,7.8,69.82,150.34,512.0,60.7,46.47,9.17,0.81,98.89,0.86,58.7,LOW,80.27
MEO,14513.31,46.83,43.78,1.34,1.6,5,3.67,45.44,105.97,122.69,512.0,53.49,68.16,8.47,4.22,40.71,3.93,0.0,HIGH,22.48
MEO,5809.95,46.47,83.93,3.32,0.65,1,0.79,6.38,171.18,180.77,512.0,91.66,31.4,3.96,1.09,87.14,1.31,90.03,HIGH,31.34
LEO,449.88,67.05,32.21,2.04,0.11,2,2.23,50.86,381.73,378.25,512.0,70.66,58.62,5.98,2.53,31.26,2.72,0.0,HIGH,32.36
LEO,968.43,32.07,36.89,0.89,0.43,3,2.09,56.24,237.25,13.83,512.0,57.82,64.95,1.63,2.58,39.62,2.39,22.19,HIGH,34.17
MEO,19526.57,47.19,90.88,2.18,0.45,3,3.15,52.06,74.58,118.69,512.0,85.17,52.23,4.01,3.43,92.17,3.56,24.11,HIGH,12.29
SSO,729.66,98.66,76.24,3.3,0.08,5,4.21,58.92,146.65,416.93,512.0,50.6,72.09,3.09,4.86,68.3,4.47,26.07,HIGH,11.74
SSO,660.52,98.51,49.72,1.45,1.17,1,0.83,27.38,275.93,296.07,512.0,24.58,47.47,2.08,1.31,53.26,1.42,47.9,LOW,78.3
MEO,11091.98,52.48,37.1,1.86,1.4,1,1.15,27.1,136.68,430.1,512.0,76.98,58.92,5.81,1.13,35.42,1.47,3.9,HIGH,32.56
LEO,725.5,36.5,98.1,4.2,0.87,2,2.16,14.58,429.14,339.01,512.0,84.88,41.96,2.77,2.62,97.34,2.72,99.59,MEDIUM,72.07
MEO,17350.39,48.68,56.75,1.84,1.55,3,1.88,17.06,198.15,445.23,512.0,72.25,46.31,4.47,2.69,54.65,2.34,10.65,HIGH,25.85
LEO,634.04,35.53,48.26,4.41,0.85,5,3.76,13.65,121.83,463.68,512.0,42.65,65.32,8.88,4.44,43.34,4.15,0.0,HIGH,11.76
MEO,2960.53,53.9,66.88,2.43,0.15,5,3.3,23.28,342.53,403.89,512.0,55.79,26.29,6.15,3.82,63.61,3.64,0.0,HIGH,27.31
LEO,999.59,91.88,67.86,3.02,1.4,5,2.01,42.29,377.15,147.76,512.0,53.9,77.0,2.59,2.87,70.85,2.54,61.31,HIGH,28.01
LEO,720.4,42.18,43.55,4.37,0.52,5,2.09,39.36,407.59,283.9,512.0,77.08,79.51,3.55,2.28,40.59,2.58,36.53,HIGH,13.95
GEO,35786.0,4.08,84.11,1.37,0.58,3,1.41,51.3,105.71,318.19,512.0,75.85,46.4,7.43,1.86,87.99,1.65,21.13,HIGH,27.08
LEO,615.85,92.01,76.75,2.39,0.39,3,1.68,10.67,316.39,54.9,512.0,56.24,61.67,8.22,1.84,74.59,2.05,0.0,HIGH,38.12
MEO,5386.08,54.46,63.19,0.66,1.03,5,3.53,14.94,246.68,317.04,512.0,93.94,73.5,6.01,4.19,57.38,3.99,0.0,HIGH,11.99
GEO,35786.0,1.3,86.04,4.27,0.24,4,2.29,16.88,52.44,350.22,512.0,26.7,27.99,4.02,3.04,79.23,2.71,66.55,LOW,92.69
SSO,760.19,98.45,66.69,1.81,1.71,3,3.14,9.67,246.93,442.48,512.0,72.83,50.25,5.0,3.53,62.77,3.55,0.0,HIGH,37.2
SSO,739.57,97.45,97.0,3.77,1.63,2,1.19,21.61,410.66,248.65,512.0,44.74,69.81,3.56,1.28,100.0,1.62,100.0,HIGH,41.88
LEO,371.03,63.32,65.93,2.7,0.3,1,0.95,42.29,422.89,91.47,512.0,51.09,67.68,8.05,1.18,58.87,1.41,24.42,HIGH,30.32
GEO,35786.0,0.58,54.11,3.62,1.42,1,0.95,12.85,343.44,346.7,512.0,58.29,42.16,7.73,1.35,53.86,1.47,23.56,HIGH,42.14
GEO,35786.0,0.04,38.88,3.22,0.2,4,3.96,52.64,397.61,477.02,512.0,24.53,59.93,3.17,4.35,40.6,4.26,0.0,HIGH,30.46
GEO,35786.0,0.7,50.22,2.61,1.58,4,2.39,9.31,313.18,187.58,512.0,24.46,49.63,3.35,3.07,49.32,2.73,22.13,HIGH,24.35
MEO,5147.67,49.49,89.06,4.18,1.03,1,0.71,56.05,131.42,377.19,512.0,37.78,50.1,3.81,1.04,89.74,0.92,100.0,MEDIUM,57.59
LEO,486.05,70.16,96.59,3.56,0.48,2,2.23,41.29,78.05,63.17,512.0,17.32,48.6,6.17,2.69,97.66,2.44,41.49,MEDIUM,66.12
MEO,12166.25,54.27,73.02,2.21,1.38,1,0.54,37.66,78.94,378.87,512.0,44.15,78.89,9.1,1.47,66.07,1.1,34.65,HIGH,20.9
LEO,735.47,71.15,39.57,2.41,0.26,2,0.88,28.14,100.54,477.43,512.0,50.69,74.41,9.82,0.85,38.28,1.24,0.0,HIGH,18.59
LEO,699.49,88.46,46.27,2.06,1.36,1,0.59,50.26,254.63,220.49,512.0,65.51,25.48,8.75,0.98,45.71,1.07,10.07,HIGH,43.54
MEO,15623.95,47.45,43.39,3.65,1.23,1,1.13,22.6,166.06,144.31,512.0,85.28,46.97,1.75,1.17,40.59,1.42,70.99,HIGH,32.19
MEO,12458.62,58.38,67.62,2.48,1.01,5,4.34,21.74,159.8,50.64,512.0,47.11,52.56,1.71,4.24,68.68,4.63,46.11,MEDIUM,52.82
LEO,625.04,67.08,64.8,1.36,1.28,3,3.27,41.62,347.3,156.41,512.0,36.22,73.34,6.15,3.46,66.88,3.53,0.0,HIGH,27.46
SSO,726.95,98.33,35.45,3.33,1.47,5,4.53,40.15,304.98,371.72,512.0,11.45,29.86,7.86,4.91,37.65,4.96,0.0,HIGH,38.25
GEO,35786.0,3.05,46.51,2.45,1.54,5,4.43,31.06,228.67,149.92,512.0,24.75,50.65,4.57,4.54,44.19,4.78,0.0,HIGH,10.61
SSO,676.07,97.65,99.84,4.31,1.29,4,3.02,23.8,426.16,446.2,512.0,51.29,49.21,6.57,3.62,98.89,3.41,5.87,HIGH,22.22
SSO,544.37,97.42,77.36,3.67,0.52,5,2.68,34.08,411.3,17.23,512.0,72.38,46.82,3.84,3.05,76.11,3.27,39.96,MEDIUM,57.48
SSO,686.28,97.87,67.13,3.52,1.23,1,1.15,53.72,373.63,140.94,512.0,78.92,48.27,6.49,1.34,59.41,1.35,52.34,MEDIUM,50.02
GEO,35786.0,0.75,34.34,3.01,0.07,2,1.99,32.84,402.85,237.35,512.0,56.51,77.78,9.78,2.09,38.27,2.28,0.0,HIGH,33.41
MEO,18624.4,49.39,96.33,2.17,0.63,2,1.45,42.38,283.54,126.04,512.0,40.57,48.04,3.95,2.17,92.84,2.04,69.84,LOW,88.42
SSO,700.26,97.44,48.73,0.9,0.05,5,4.25,46.87,228.77,276.84,512.0,17.85,23.55,1.51,4.82,45.1,4.47,15.67,HIGH,13.39
GEO,35786.0,1.28,83.29,2.12,0.58,5,4.63,28.69,282.75,422.02,512.0,87.9,43.85,5.36,4.79,85.39,4.88,0.0,HIGH,21.69
LEO,354.55,79.09,83.42,1.19,0.98,4,3.32,13.88,373.23,70.77,512.0,92.6,40.95,4.69,3.33,79.16,3.52,0.0,HIGH,12.39
GEO,35786.0,4.48,78.56,2.59,1.3,2,2.1,29.51,186.6,268.0,512.0,30.51,70.27,9.41,2.39,72.9,2.48,0.0,HIGH,19.94
SSO,588.98,98.28,83.56,1.54,1.29,5,2.56,10.38,309.96,365.6,512.0,86.54,36.37,9.06,3.21,80.63,2.96,0.0,HIGH,20.41
SSO,743.2,98.38,87.01,1.75,0.84,4,3.38,24.63,108.59,193.58,512.0,19.89,52.58,5.35,3.71,84.88,3.66,0.0,HIGH,16.91
LEO,710.22,31.1,95.24,4.04,0.43,2,1.64,54.85,227.73,110.32,512.0,12.2,62.56,2.21,1.83,95.54,1.86,100.0,MEDIUM,57.35
SSO,768.78,97.7,78.2,0.8,0.51,5,4.39,7.18,249.5,228.87,512.0,32.46,27.78,6.53,4.71,70.89,4.6,0.0,HIGH,21.19
SSO,683.1,98.36,31.6,4.06,1.57,1,0.48,33.14,162.74,68.3,512.0,73.34,70.88,2.91,0.57,25.64,0.95,62.34,HIGH,40.63
LEO,357.6,62.51,43.84,2.49,1.21,5,4.83,42.73,246.52,404.33,512.0,65.01,20.52,1.45,5.7,48.39,5.3,23.57,HIGH,30.46
SSO,628.21,98.39,36.71,0.63,0.06,1,1.02,10.08,178.3,448.77,512.0,20.56,25.49,3.85,1.6,37.93,1.22,13.71,HIGH,12.53
SSO,701.76,98.42,32.02,3.09,0.13,3,1.84,35.96,313.23,42.54,512.0,36.23,20.72,4.45,2.09,25.33,2.17,6.35,HIGH,44.48
LEO,495.69,42.73,32.06,3.18,0.15,1,0.9,59.66,72.85,171.79,512.0,64.91,39.12,6.01,1.13,27.14,1.26,20.86,HIGH,21.97
LEO,484.66,97.05,49.27,3.24,0.08,3,2.29,55.71,238.4,126.0,512.0,90.2,63.34,1.82,2.51,43.93,2.74,55.7,HIGH,21.69
MEO,9748.83,47.65,41.96,3.22,1.77,5,4.91,20.29,163.01,243.55,512.0,92.8,64.5,7.14,5.28,35.04,5.28,0.0,HIGH,39.07
LEO,386.47,42.49,33.49,3.95,0.74,2,2.34,38.64,373.97,220.29,512.0,32.74,44.9,6.58,2.55,37.7,2.62,0.0,HIGH,37.05
LEO,679.72,47.23,98.99,1.63,0.42,3,1.47,57.58,230.95,367.61,512.0,65.15,56.03,6.9,2.23,100.0,1.91,32.96,MEDIUM,61.24
LEO,486.11,49.27,33.32,1.77,1.12,3,3.15,27.86,208.33,21.74,512.0,24.89,75.74,4.68,3.69,26.58,3.42,0.0,HIGH,20.84
LEO,450.68,42.33,69.45,1.43,0.77,5,5.8,21.7,448.23,297.5,512.0,50.14,48.43,3.55,6.41,65.8,6.33,0.0,HIGH,34.46
LEO,596.51,74.59,87.7,3.91,0.98,4,2.09,25.53,264.64,97.29,512.0,42.26,54.54,3.1,2.93,87.7,2.56,83.07,MEDIUM,58.47
SSO,759.62,97.44,98.82,4.31,1.74,1,0.66,35.79,335.23,434.33,512.0,20.99,52.4,8.75,0.91,100.0,1.21,81.49,MEDIUM,57.36
SSO,587.26,97.03,82.52,0.8,0.4,2,1.73,11.37,160.92,301.04,512.0,21.48,25.35,7.63,2.39,82.6,2.15,0.0,HIGH,20.04
GEO,35786.0,3.07,92.83,2.18,1.06,4,2.35,33.57,109.8,435.02,512.0,34.78,43.08,6.85,2.91,87.71,2.69,0.0,HIGH,38.29
SSO,547.83,98.73,39.39,1.06,1.52,2,1.56,16.46,442.12,127.19,512.0,87.61,73.38,2.49,1.62,32.04,1.91,21.07,HIGH,20.2
GEO,35786.0,4.14,80.6,1.35,0.64,1,1.15,27.9,167.68,426.49,512.0,45.07,38.99,7.09,1.62,73.59,1.74,16.87,HIGH,27.97
MEO,15759.16,51.82,93.77,2.27,1.16,5,2.7,46.52,332.12,76.85,512.0,68.07,69.52,8.9,2.68,89.0,2.98,0.0,HIGH,18.96
LEO,450.82,88.37,82.09,1.38,1.09,4,2.04,14.93,71.76,384.31,512.0,32.55,68.52,6.52,2.88,81.95,2.57,0.0,HIGH,23.9
GEO,35786.0,1.34,31.88,3.34,1.55,2,2.2,42.01,79.89,54.25,512.0,79.43,62.25,2.44,2.28,26.82,2.47,32.76,MEDIUM,51.71
LEO,891.1,38.6,94.79,0.77,1.8,2,2.02,46.62,79.54,472.88,512.0,86.39,69.82,8.32,2.66,96.71,2.29,0.0,HIGH,15.24
LEO,762.04,46.6,90.94,1.18,1.73,1,0.48,14.78,102.73,403.49,512.0,49.06,22.94,8.97,1.31,94.89,1.02,45.89,LOW,98.48
SSO,785.04,97.9,75.63,0.72,0.28,2,2.11,34.73,280.8,438.35,512.0,88.29,21.5,5.15,2.81,72.93,2.44,2.46,HIGH,32.89
GEO,35786.0,3.52,91.92,1.07,1.36,1,0.52,52.32,119.18,200.27,512.0,58.72,28.93,2.15,0.99,87.31,1.0,90.78,LOW,89.7
GEO,35786.0,3.08,81.82,3.42,0.09,5,5.35,30.89,438.63,404.36,512.0,24.94,34.79,8.74,5.94,80.62,5.71,0.0,HIGH,10.35
SSO,776.28,98.82,49.37,0.95,1.26,5,2.36,54.83,185.07,240.19,512.0,42.1,46.55,6.38,2.65,54.12,2.92,0.0,HIGH,39.52
MEO,2149.83,54.13,93.4,2.19,1.61,1,0.92,55.79,247.28,215.96,512.0,35.81,59.58,5.81,1.05,92.33,1.31,70.27,MEDIUM,63.13
LEO,345.18,40.02,69.59,2.65,1.74,3,2.26,13.52,260.56,30.5,512.0,91.19,43.43,5.77,2.49,62.5,2.61,3.65,HIGH,29.67
LEO,705.99,90.77,53.71,3.46,0.46,5,2.44,13.84,211.31,300.0,512.0,72.73,73.56,7.85,2.3,48.68,2.66,0.0,HIGH,43.99
MEO,3311.96,54.98,60.31,3.12,0.86,2,2.3,45.35,332.48,253.9,512.0,12.58,77.91,8.2,2.55,56.76,2.79,0.0,HIGH,10.23
MEO,4612.95,48.17,70.84,3.07,0.93,2,1.72,37.26,206.95,20.44,512.0,84.33,53.46,7.89,2.12,69.64,2.16,0.0,HIGH,14.24
LEO,559.55,84.34,66.29,2.2,0.22,2,0.98,59.04,205.15,206.38,512.0,88.73,73.26,4.83,1.56,68.51,1.31,51.6,HIGH,19.41
GEO,35786.0,2.81,35.71,3.83,0.24,5,3.04,5.53,69.16,221.75,512.0,43.93,78.27,3.1,3.59,36.9,3.26,16.05,HIGH,31.45
LEO,373.33,49.44,76.78,2.83,0.12,2,1.67,56.65,434.46,398.17,512.0,84.41,56.41,8.03,2.14,80.59,2.06,3.06,HIGH,16.65
MEO,8613.48,52.21,63.94,1.46,0.02,3,2.11,56.71,112.18,414.68,512.0,29.98,56.41,7.73,2.75,62.52,2.61,0.0,HIGH,16.7
GEO,35786.0,2.81,79.25,2.79,0.16,4,4.08,53.2,355.77,354.7,512.0,31.9,31.12,1.03,4.52,79.97,4.63,81.79,LOW,78.74
LEO,774.1,97.09,82.05,3.88,1.47,1,0.47,31.95,365.4,382.47,512.0,17.87,73.24,5.01,0.61,75.66,0.69,100.0,HIGH,11.96
SSO,757.98,97.03,50.63,2.9,1.26,4,4.48,34.19,52.45,145.9,512.0,83.51,72.5,5.49,4.96,42.86,4.87,0.0,HIGH,21.12
GEO,35786.0,1.9,52.77,1.0,0.05,5,3.85,55.51,136.74,395.07,512.0,49.31,50.51,4.83,4.39,53.31,4.13,0.0,HIGH,10.03
GEO,35786.0,3.43,36.79,2.89,0.94,2,2.36,56.31,301.63,221.32,512.0,80.96,38.61,6.19,2.49,30.92,2.58,0.0,HIGH,10.8
SSO,604.3,97.86,53.37,2.7,1.57,2,1.47,42.57,188.46,176.33,512.0,43.85,24.73,3.85,1.68,46.28,1.83,39.91,MEDIUM,63.96
GEO,35786.0,1.83,49.68,2.25,1.57,4,4.08,52.45,273.84,82.11,512.0,30.43,59.4,4.91,4.49,41.89,4.37,0.0,HIGH,34.68
SSO,551.54,97.43,50.53,2.73,1.2,4,4.12,46.72,206.25,419.35,512.0,15.67,41.28,1.46,4.42,44.15,4.56,40.02,MEDIUM,71.35
LEO,496.01,75.22,73.26,0.73,0.01,4,4.75,48.9,425.44,132.91,512.0,91.34,69.29,1.27,5.26,75.59,5.29,38.55,HIGH,22.18
GEO,35786.0,1.85,46.15,2.44,1.42,5,5.21,7.54,93.14,22.98,512.0,79.68,63.25,9.58,5.71,40.22,5.69,0.0,HIGH,43.04
MEO,12880.14,58.18,76.79,2.61,0.49,1,0.9,48.51,352.56,431.88,512.0,26.32,41.65,6.44,1.42,68.94,1.28,54.34,LOW,95.03
GEO,35786.0,2.34,60.62,3.12,0.76,3,1.74,19.95,283.78,390.49,512.0,45.21,29.81,6.99,2.28,57.38,1.94,9.88,HIGH,43.2
LEO,437.19,67.33,79.33,1.9,0.66,3,3.4,54.52,213.63,67.14,512.0,53.81,56.98,3.44,3.75,82.02,3.83,16.37,HIGH,32.32
LEO,442.05,41.88,51.25,0.53,0.6,3,2.89,12.94,343.4,321.17,512.0,36.05,45.35,3.99,3.17,54.18,3.3,0.0,HIGH,20.85
LEO,654.91,58.58,52.95,1.48,1.06,1,1.2,11.1,436.17,119.8,512.0,16.7,78.08,5.19,1.57,55.16,1.41,23.15,HIGH,41.06
SSO,789.14,97.89,64.0,1.4,1.29,4,4.39,17.06,53.25,399.76,512.0,28.8,46.23,2.0,4.94,62.19,4.75,19.01,HIGH,29.14
MEO,5073.22,49.01,64.82,2.42,0.52,2,0.97,57.44,246.16,346.78,512.0,15.61,62.69,7.88,1.57,60.59,1.26,29.39,MEDIUM,67.77
GEO,35786.0,4.72,59.74,4.25,0.51,2,0.97,29.41,345.4,341.54,512.0,89.09,69.72,6.2,1.1,62.26,1.46,52.02,HIGH,41.35
LEO,673.02,46.78,94.99,3.06,1.53,5,4.44,53.51,433.0,238.68,512.0,94.89,35.66,5.97,4.89,90.91,4.89,0.0,HIGH,14.63
MEO,2720.08,59.43,35.77,3.77,0.15,5,5.7,39.49,327.35,386.86,512.0,88.57,69.56,8.86,6.21,37.3,5.99,0.0,HIGH,17.36
MEO,12935.96,57.45,81.25,0.88,1.25,1,1.07,34.56,446.08,191.95,512.0,48.89,39.25,2.02,1.57,80.56,1.36,74.01,LOW,90.94
GEO,35786.0,3.85,56.89,4.24,1.4,3,3.1,39.53,277.88,43.78,512.0,65.29,23.85,7.84,3.67,56.19,3.63,0.0,HIGH,16.72
GEO,35786.0,0.83,48.77,1.4,1.05,4,2.74,26.65,340.29,464.94,512.0,48.7,54.14,2.58,3.2,44.53,3.23,11.35,HIGH,25.22
SSO,640.7,97.77,72.41,0.57,0.64,2,1.14,23.65,245.42,413.23,512.0,21.06,23.12,2.16,1.31,77.19,1.45,59.0,LOW,95.14
LEO,527.01,34.57,85.01,1.68,0.39,5,2.93,45.23,418.64,467.9,512.0,77.74,28.0,3.65,3.43,78.8,3.24,28.3,MEDIUM,69.97
LEO,472.81,43.91,44.55,4.05,1.13,5,2.82,36.17,263.91,91.16,512.0,36.51,57.47,6.27,3.73,40.41,3.4,0.0,HIGH,27.37
SSO,672.65,98.49,81.45,3.97,0.34,5,5.15,32.99,400.57,478.08,512.0,50.52,59.34,5.25,5.18,81.6,5.46,0.0,HIGH,16.3
SSO,649.05,97.07,79.85,2.92,0.94,4,4.02,24.16,282.5,350.56,512.0,28.95,62.13,2.04,3.99,73.5,4.27,58.35,MEDIUM,72.83
